431,75,35894,1,0,1:0:0:0:
314,69,36048,1,0,1:0:0:0:
446,193,36664,1,0,1:0:0:0:
315,194,37010,1,0,1:0:0:0:
436,195,37587,1,0,1:0:0:0:
312,197,37933,1,0,1:0:0:0:
68,191,38971,1,0,1:0:0:0:
180,56,39433,1,0,1:0:0:0:
333,56,39587,1,0,1:0:0:0:
456,55,39741,1,0,1:0:0:0:
45,38,40817,1,0,1:0:0:0:
191,196,41279,1,0,1:0:0:0:
326,193,41433,1,0,1:0:0:0:
448,193,41587,1,0,1:0:0:0:
308,194,42433,1,0,1:0:0:0:
442,197,42664,1,0,1:0:0:0:
446,344,43356,1,0,1:0:0:0:
358,344,43587,1,0,1:0:0:0:
324,338,44510,1,0,1:0:0:0:
457,340,44510,1,0,1:0:0:0:
316,197,44971,1,0,1:0:0:0:
457,189,44971,1,0,1:0:0:0:
318,49,45433,1,0,1:0:0:0:
454,53,45433,1,0,1:0:0:0:
332,196,45894,1,0,1:0:0:0:
456,189,45894,1,0,1:0:0:0:
177,196,46356,5,0,1:0:0:0:
310,194,46587,1,0,1:0:0:0:
452,195,46817,1,0,1:0:0:0:
198,193,47202,1,0,1:0:0:0:
332,196,47433,1,0,1:0:0:0:
480,196,47664,1,0,1:0:0:0:
461,343,48202,1,0,1:0:0:0:
460,342,48433,1,0,1:0:0:0:
316,341,48664,1,0,1:0:0:0:
316,341,48894,1,0,1:0:0:0:
197,346,49048,1,0,1:0:0:0:
316,341,49279,1,0,1:0:0:0:
449,343,49510,1,0,1:0:0:0:
212,193,50048,1,0,1:0:0:0:
329,194,50279,1,0,1:0:0:0:
457,197,50510,1,0,1:0:0:0:
213,68,50894,1,0,1:0:0:0:
336,70,51125,1,0,1:0:0:0:
453,73,51356,1,0,1:0:0:0:
327,339,51894,1,0,1:0:0:0:
449,339,51894,1,0,1:0:0:0:
449,194,52356,1,0,1:0:0:0:
321,195,52356,1,0,1:0:0:0:
323,47,52817,1,0,1:0:0:0:
450,47,52817,1,0,1:0:0:0:
455,196,53279,1,0,1:0:0:0:
314,193,53279,1,0,1:0:0:0:
177,196,53741,5,0,1:0:0:0:
310,194,53971,1,0,1:0:0:0:
452,195,54202,1,0,1:0:0:0:
198,193,54587,1,0,1:0:0:0:
332,196,54817,1,0,1:0:0:0:
480,196,55048,1,0,1:0:0:0:
461,343,55587,1,0,1:0:0:0:
460,342,55817,1,0,1:0:0:0:
316,341,56048,1,0,1:0:0:0:
316,341,56279,1,0,1:0:0:0:
197,346,56433,1,0,1:0:0:0:
316,341,56664,1,0,1:0:0:0:
449,343,56894,1,0,1:0:0:0:
327,339,57433,1,0,1:0:0:0:
449,339,57433,1,0,1:0:0:0:
449,194,57894,1,0,1:0:0:0:
321,195,57894,1,0,1:0:0:0:
323,47,58356,1,0,1:0:0:0:
450,47,58356,1,0,1:0:0:0:
455,196,58817,1,0,1:0:0:0:
314,193,58817,1,0,1:0:0:0:
455,196,59279,1,0,1:0:0:0:
441,195,59741,1,0,1:0:0:0:
316,196,59856,1,0,1:0:0:0:
441,195,59971,1,0,1:0:0:0:
441,195,60202,1,0,1:0:0:0:
441,195,60433,1,0,1:0:0:0:
441,195,60664,1,0,1:0:0:0:
316,196,60779,1,0,1:0:0:0:
441,195,60894,1,0,1:0:0:0:

